text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
o 2 cloves garlic,o 2 cloves garlic,o 1/2 cup flour,o 1/2 cup flour,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup flour,o 1/2 cup flour,o 1/4 cup water,o 1/4 cup water,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup water,o 1/4 cup water,o 1 teaspoon thyme,o 1 teaspoon thyme,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon thyme,o 1 teaspoon thyme,o 1 teaspoon salt,o 1 teaspoon salt,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o Oil for frying,o Oil for frying,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Soak salted cod in water overnight, then rinse and flake.","o Soak salted cod in water overnight, then rinse and flake.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Soak salted cod in water overnight, then rinse and flake.","o Soak salted cod in water overnight, then rinse and flake.","o Mix cod with diced onion, minced garlic, flour, water, thyme, and salt.","o Mix cod with diced onion, minced garlic, flour, water, thyme, and salt.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix cod with diced onion, minced garlic, flour, water, thyme, and salt.","o Mix cod with diced onion, minced garlic, flour, water, thyme, and salt.",o Form mixture into fritters.,o Form mixture into fritters.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Form mixture into fritters.,o Form mixture into fritters.,o Fry in hot oil until golden.,o Fry in hot oil until golden.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Fry in hot oil until golden.,o Fry in hot oil until golden.,o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,Samosa,Samosa,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Samosa,Samosa,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 2 cups flour,o 2 cups flour,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 2 cups flour,o 2 cups flour,o 1/4 cup oil,o 1/4 cup oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup oil,o 1/4 cup oil,o 1/2 cup water,o 1/2 cup water,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup water,o 1/2 cup water,o 2 potatoes,o 2 potatoes,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 potatoes,o 2 potatoes,o 1/2 cup peas,o 1/2 cup peas,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup peas,o 1/2 cup peas,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1 teaspoon cumin,o 1 teaspoon cumin,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon coriander,o 1 teaspoon coriander,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon garam masala,o 1 teaspoon garam masala,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o Oil for frying,o Oil for frying,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Mix flour, oil, and water to form a dough, then let rest.","o Mix flour, oil, and water to form a dough, then let rest.",0.77,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Mix flour, oil, and water to form a dough, then let rest.","o Mix flour, oil, and water to form a dough, then let rest.","o Boil and mash potatoes, then mix with peas, diced onion, and spices.","o Boil and mash potatoes, then mix with peas, diced onion, and spices.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Boil and mash potatoes, then mix with peas, diced onion, and spices.","o Boil and mash potatoes, then mix with peas, diced onion, and spices.","o Roll dough into circles, cut in half, and form cones.","o Roll dough into circles, cut in half, and form cones.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Roll dough into circles, cut in half, and form cones.","o Roll dough into circles, cut in half, and form cones.",o Fill cones with potato mixture and seal edges.,o Fill cones with potato mixture and seal edges.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Fill cones with potato mixture and seal edges.,o Fill cones with potato mixture and seal edges.,o Fry in hot oil until golden.,o Fry in hot oil until golden.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Fry in hot oil until golden.,o Fry in hot oil until golden.,o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Satay,Satay,4.19,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Satay,Satay,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound chicken breast,o 1 pound chicken breast,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound chicken breast,o 1 pound chicken breast,o 1/4 cup coconut milk,o 1/4 cup coconut milk,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup coconut milk,o 1/4 cup coconut milk,o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons soy sauce,o 2 tablespoons soy sauce,o 2 tablespoons peanut butter,o 2 tablespoons peanut butter,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons peanut butter,o 2 tablespoons peanut butter,o 1 tablespoon curry powder,o 1 tablespoon curry powder,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon curry powder,o 1 tablespoon curry powder,o 1 tablespoon brown sugar,o 1 tablespoon brown sugar,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon brown sugar,o 1 tablespoon brown sugar,o Skewers,o Skewers,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o Skewers,o Skewers,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Cut chicken into strips and thread onto skewers.,o Cut chicken into strips and thread onto skewers.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Cut chicken into strips and thread onto skewers.,o Cut chicken into strips and thread onto skewers.,"o Mix coconut milk, soy sauce, peanut butter, curry powder, and brown sugar in a","o Mix coconut milk, soy sauce, peanut butter, curry powder, and brown sugar in a",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix coconut milk, soy sauce, peanut butter, curry powder, and brown sugar in a","o Mix coconut milk, soy sauce, peanut butter, curry powder, and brown sugar in a",bowl.,bowl.,0.86,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
bowl.,bowl.,o Marinate chicken in the mixture for at least 1 hour.,o Marinate chicken in the mixture for at least 1 hour.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Marinate chicken in the mixture for at least 1 hour.,o Marinate chicken in the mixture for at least 1 hour.,o Grill or broil until cooked through.,o Grill or broil until cooked through.,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Grill or broil until cooked through.,o Grill or broil until cooked through.,o Serve with peanut sauce.,o Serve with peanut sauce.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve with peanut sauce.,o Serve with peanut sauce.,Sauerkraut,Sauerkraut,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Sauerkraut,Sauerkraut,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 head cabbage,o 1 head cabbage,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 head cabbage,o 1 head cabbage,o 1 tablespoon sea salt,o 1 tablespoon sea salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon sea salt,o 1 tablespoon sea salt,o 1 teaspoon caraway seeds,o 1 teaspoon caraway seeds,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon caraway seeds,o 1 teaspoon caraway seeds,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Shred cabbage and mix with sea salt and caraway seeds.,o Shred cabbage and mix with sea salt and caraway seeds.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Shred cabbage and mix with sea salt and caraway seeds.,o Shred cabbage and mix with sea salt and caraway seeds.,o Pack cabbage into a jar and press down to release juices.,o Pack cabbage into a jar and press down to release juices.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Pack cabbage into a jar and press down to release juices.,o Pack cabbage into a jar and press down to release juices.,o Cover and let ferment at room temperature for 1-2 weeks.,o Cover and let ferment at room temperature for 1-2 weeks.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Cover and let ferment at room temperature for 1-2 weeks.,o Cover and let ferment at room temperature for 1-2 weeks.,o Store in the refrigerator and serve as needed.,o Store in the refrigerator and serve as needed.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Store in the refrigerator and serve as needed.,o Store in the refrigerator and serve as needed.,Shakshuka,Shakshuka,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Shakshuka,Shakshuka,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 small onion,o 1 small onion,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 1 bell pepper,o 1 bell pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 tomatoes,o 4 tomatoes,o 1 teaspoon cumin,o 1 teaspoon cumin,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon paprika,o 1 teaspoon paprika,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon paprika,o 1 teaspoon paprika,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 4 eggs,o 4 eggs,1.02,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 eggs,o 4 eggs,o 1/4 cup parsley,o 1/4 cup parsley,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup parsley,o 1/4 cup parsley,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Sauté diced onion, minced garlic, and diced bell pepper until softened.","o Sauté diced onion, minced garlic, and diced bell pepper until softened.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Sauté diced onion, minced garlic, and diced bell pepper until softened.","o Sauté diced onion, minced garlic, and diced bell pepper until softened.","o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.","o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.","o Add diced tomatoes, cumin, paprika, and salt, simmer for 10 minutes.",o Make wells in the sauce and crack eggs into each well.,o Make wells in the sauce and crack eggs into each well.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Make wells in the sauce and crack eggs into each well.,o Make wells in the sauce and crack eggs into each well.,o Cover and cook until eggs are set.,o Cover and cook until eggs are set.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Cover and cook until eggs are set.,o Cover and cook until eggs are set.,o Garnish with chopped parsley and serve.,o Garnish with chopped parsley and serve.,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Garnish with chopped parsley and serve.,o Garnish with chopped parsley and serve.,Shawarma,Shawarma,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Shawarma,Shawarma,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound chicken thighs,o 1 pound chicken thighs,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound chicken thighs,o 1 pound chicken thighs,o 1/4 cup yogurt,o 1/4 cup yogurt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup yogurt,o 1/4 cup yogurt,o 2 tablespoons lemon juice,o 2 tablespoons lemon juice,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons lemon juice,o 2 tablespoons lemon juice,o 2 cloves garlic,o 2 cloves garlic,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 1 teaspoon cumin,o 1 teaspoon cumin,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon paprika,o 1 teaspoon paprika,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon paprika,o 1 teaspoon paprika,o 1 teaspoon turmeric,o 1 teaspoon turmeric,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon turmeric,o 1 teaspoon turmeric,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Mix yogurt, lemon juice, minced garlic, cumin, paprika, turmeric, salt, and pepper","o Mix yogurt, lemon juice, minced garlic, cumin, paprika, turmeric, salt, and pepper",0.76,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Mix yogurt, lemon juice, minced garlic, cumin, paprika, turmeric, salt, and pepper","o Mix yogurt, lemon juice, minced garlic, cumin, paprika, turmeric, salt, and pepper",in a bowl.,in a bowl.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
in a bowl.,in a bowl.,o Marinate chicken in the mixture for at least 2 hours.,o Marinate chicken in the mixture for at least 2 hours.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Marinate chicken in the mixture for at least 2 hours.,o Marinate chicken in the mixture for at least 2 hours.,o Preheat oven to 400°F 200°C.,o Preheat oven to 400°F (200°C).,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Preheat oven to 400°F 200°C.,o Preheat oven to 400°F (200°C).,o Arrange chicken on a baking sheet and roast for 25-30 minutes until cooked,o Arrange chicken on a baking sheet and roast for 25-30 minutes until cooked,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Arrange chicken on a baking sheet and roast for 25-30 minutes until cooked,o Arrange chicken on a baking sheet and roast for 25-30 minutes until cooked,through.,through.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
through.,through.,o Slice and serve with pita bread and toppings.,o Slice and serve with pita bread and toppings.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Slice and serve with pita bread and toppings.,o Slice and serve with pita bread and toppings.,Skordalia,Skordalia,4.19,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Skordalia,Skordalia,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 4 potatoes,o 4 potatoes,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 4 potatoes,o 4 potatoes,o 4 cloves garlic,o 4 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 cloves garlic,o 4 cloves garlic,o 1/4 cup olive oil,o 1/4 cup olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1/4 cup lemon juice,o 1/4 cup lemon juice,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup lemon juice,o 1/4 cup lemon juice,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.87,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Boil potatoes until tender, then mash.","o Boil potatoes until tender, then mash.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Boil potatoes until tender, then mash.","o Boil potatoes until tender, then mash.","o Blend mashed potatoes with minced garlic, olive oil, lemon juice, and salt until","o Blend mashed potatoes with minced garlic, olive oil, lemon juice, and salt until",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Blend mashed potatoes with minced garlic, olive oil, lemon juice, and salt until","o Blend mashed potatoes with minced garlic, olive oil, lemon juice, and salt until",smooth.,smooth.,0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
o Serve as a dip or side dish.,o Serve as a dip or side dish.,Som Tum Green Papaya Salad,Som Tum (Green Papaya Salad),4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Som Tum Green Papaya Salad,Som Tum (Green Papaya Salad),Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 green papaya,o 1 green papaya,0.76,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 green papaya,o 1 green papaya,o 2 tomatoes,o 2 tomatoes,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tomatoes,o 2 tomatoes,o 1 carrot,o 1 carrot,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 carrot,o 1 carrot,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons fish sauce,o 2 tablespoons fish sauce,o 2 tablespoons lime juice,o 2 tablespoons lime juice,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons lime juice,o 2 tablespoons lime juice,o 1 tablespoon sugar,o 1 tablespoon sugar,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon sugar,o 1 tablespoon sugar,o 1 tablespoon peanuts,o 1 tablespoon peanuts,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon peanuts,o 1 tablespoon peanuts,o 1-2 Thai chilies,o 1-2 Thai chilies,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1-2 Thai chilies,o 1-2 Thai chilies,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Peel and shred green papaya and carrot.,o Peel and shred green papaya and carrot.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Peel and shred green papaya and carrot.,o Peel and shred green papaya and carrot.,o Crush garlic and chilies in a mortar and pestle.,o Crush garlic and chilies in a mortar and pestle.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
